"","id","country","c3","c2","year","gini_reported","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp_ppp_pc_usd2011","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","region_label"
"2678",2678,"Cote d'Ivoire","CIV","CI",1987,37.97,1.66,6.6,17.77,6.89,10.88,15.16,21.63,45.44,2.81,4.08,4.97,5.91,6.94,8.21,9.67,11.96,15.91,29.53,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,2657.73,2002.37,"US$2011PPP",1,NA,NA,NA,NA,10698188,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2679",2679,"Cote d'Ivoire","CIV","CI",1988,40.51,1.92,7.56,16.67,6.29,10.38,14.79,20.97,47.57,2.45,3.83,4.73,5.65,6.75,8.04,9.52,11.45,15.54,32.03,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,2429.04,1783.25,"US$2011PPP",1,NA,NA,NA,NA,11094740,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2680",2680,"Cote d'Ivoire","CIV","CI",1989,36.89,1.56,6.45,18.13,6.81,11.32,15.47,22.48,43.91,2.69,4.12,5.17,6.15,7.08,8.39,10.12,12.36,15.58,28.33,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,1919.36,1463.33,"US$2011PPP",1,NA,NA,NA,NA,11502453,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2681",2681,"Cote d'Ivoire","CIV","CI",1993,39.39,1.79,7.66,16.53,5.98,10.55,15.33,22.33,45.82,2.28,3.7,4.75,5.8,6.97,8.36,10.02,12.31,16.3,29.52,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,1547.49,1173.49,"US$2011PPP",1,NA,NA,NA,2940,13271638,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2682",2682,"Cote d'Ivoire","CIV","CI",1995,40.56,1.96,7.23,16.76,6.58,10.18,14.53,21.15,47.56,2.71,3.88,4.7,5.47,6.53,8.01,9.53,11.61,14.78,32.78,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,1608.03,1181.86,"US$2011PPP",1,NA,NA,NA,2968,14199759,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2683",2683,"Cote d'Ivoire","CIV","CI",1998,38.96,1.75,7.28,17.18,6.35,10.83,15.19,21.43,46.2,2.56,3.79,4.85,5.98,7.06,8.13,9.47,11.96,16.12,30.08,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,1396.99,1040.4,"US$2011PPP",1,NA,NA,NA,3170,15589407,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2684",2684,"Cote d'Ivoire","CIV","CI",1998,40.8,1.93,7.51,16.74,6.35,10.39,14.58,20.97,47.71,2.59,3.76,4.7,5.69,6.68,7.9,9.37,11.6,15.35,32.36,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,NA,NA,"",NA,0.00169505380458156,NA,NA,3112,15884552,"New 2013",1,13,8,"Cogneau et al. 2013","","Enquete Niveau de Vie des Menages,GAPP","","Africa"
"2685",2685,"Cote d'Ivoire","CIV","CI",2002,57.7,5.02,22.59,9.24,2.73,6.5,10.82,18.18,61.76,0.81,1.92,2.81,3.7,4.74,6.08,7.8,10.39,15.42,46.34,0.24,34.26,1,101,1,101,1,1,1,101,1,101,3,302,5,0,0,3,258257,137500,"Franc CFA BCEAO",1,NA,NA,NA,2810,17231540,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2686",2686,"Cote d'Ivoire","CIV","CI",2002,55.4,4.42,20.31,9.93,2.93,7,11.47,19.01,59.59,0.87,2.06,3.01,3.99,5.1,6.38,8.19,10.82,15.71,43.88,0.25,31.85,1,101,2,207,1,1,1,101,1,101,3,302,5,0,0,3,641489,363524,"Franc CFA BCEAO",1,NA,NA,NA,2810,17231540,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2687",2687,"Cote d'Ivoire","CIV","CI",2002,48.2,2.86,11.06,13.69,4.9,8.79,12.85,19.31,54.15,1.85,3.04,3.96,4.84,5.82,7.02,8.53,10.78,15,39.15,0.72,28.09,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,293129,186300,"Franc CFA BCEAO",1,NA,NA,NA,2810,17231540,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2688",2688,"Cote d'Ivoire","CIV","CI",2002,46.4,2.62,9.98,14.51,5.25,9.26,13.42,19.65,52.42,1.98,3.27,4.17,5.08,6.11,7.31,8.8,10.85,14.42,38,0.76,27.3,4,401,2,207,1,1,1,101,1,101,3,302,5,0,0,3,740786,493853,"Franc CFA BCEAO",1,NA,NA,NA,2810,17231540,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2689",2689,"Cote d'Ivoire","CIV","CI",2002,41.34,1.97,8,16.64,6.06,10.58,14.26,20.6,48.49,2.3,3.76,4.82,5.76,6.58,7.68,9.16,11.44,15.78,32.71,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,1485.6,1051.14,"US$2011PPP",1,NA,NA,NA,2810,17231540,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2690",2690,"Cote d'Ivoire","CIV","CI",2002,46.2,2.56,9.88,14.51,5.31,9.2,13.19,19.86,52.44,2.07,3.25,4.16,5.03,5.99,7.2,8.78,11.08,15.3,37.14,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,NA,NA,"",NA,0.00143474451191309,NA,NA,2788,17366517,"New 2013",1,13,8,"Cogneau et al. 2013","","Enquete Niveau de Vie des Menages,GAPP","","Africa"
"2691",2691,"Cote d'Ivoire","CIV","CI",2008,56,4.47,19.1,10.22,3.15,7.07,11.42,18.19,60.18,1.01,2.14,3.06,4.01,5.12,6.3,7.9,10.29,14.54,45.63,0.33,34.78,1,101,1,101,1,1,1,101,1,101,3,302,5,0,0,3,280348,159000,"Franc CFA BCEAO",1,NA,NA,NA,2658,19605568,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2692",2692,"Cote d'Ivoire","CIV","CI",2008,54.3,4.05,17.82,10.64,3.28,7.37,11.75,19.25,58.36,1.04,2.23,3.2,4.17,5.18,6.57,8.34,10.91,15.22,43.14,0.34,32.38,1,101,2,207,1,1,1,101,1,101,3,302,5,0,0,3,789398,458445,"Franc CFA BCEAO",1,NA,NA,NA,2658,19605568,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2693",2693,"Cote d'Ivoire","CIV","CI",2008,42,2.07,8.66,15.67,5.55,10.12,14.64,21.6,48.09,2.04,3.51,4.54,5.58,6.67,7.97,9.68,11.92,15.61,32.47,0.8,21.49,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,261697,190162,"Franc CFA BCEAO",1,NA,NA,NA,2658,19605568,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2694",2694,"Cote d'Ivoire","CIV","CI",2008,39.6,1.81,7.86,16.36,5.83,10.53,15.4,22.41,45.83,2.15,3.68,4.76,5.77,7.01,8.39,10.06,12.35,16.26,29.57,0.84,18.63,4,401,2,207,1,1,1,101,1,101,3,302,5,0,0,3,737395,567189,"Franc CFA BCEAO",1,NA,NA,NA,2658,19605568,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2695",2695,"Cote d'Ivoire","CIV","CI",2008,43.18,2.18,9.57,14.95,5.12,9.83,14.32,21.72,49.01,1.84,3.27,4.43,5.4,6.46,7.86,9.6,12.12,16.37,32.64,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,1425.37,1016.62,"US$2011PPP",1,NA,NA,NA,2658,19605568,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2696",2696,"Cote d'Ivoire","CIV","CI",2008,44.7,2.39,9.88,14.54,5.13,9.41,13.89,20.88,50.7,1.92,3.21,4.23,5.18,6.28,7.6,9.29,11.59,15.9,34.8,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,NA,NA,"",NA,0.0022331135858326,NA,NA,2672,19497986,"New 2013",1,13,8,"Cogneau et al. 2013","","Enquete Niveau de Vie des Menages,GAPP","","Africa"
"2697",2697,"Cote d'Ivoire","CIV","CI",2015,59,5.49,24.96,8.68,2.53,6.16,10.42,17.85,63.04,0.74,1.78,2.63,3.53,4.59,5.83,7.59,10.26,15.35,47.69,0.21,35.02,1,101,1,101,1,1,1,101,1,101,3,302,5,0,0,3,493312,255000,"Franc CFA BCEAO",1,NA,NA,NA,3225,23226148,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2698",2698,"Cote d'Ivoire","CIV","CI",2015,56.1,4.59,21.22,9.67,2.83,6.83,11.28,18.89,60.16,0.83,2,2.94,3.89,5,6.29,8.1,10.79,15.78,44.38,0.24,32.28,1,101,2,207,1,1,1,101,1,101,3,302,5,0,0,3,946377,534433,"Franc CFA BCEAO",1,NA,NA,NA,3225,23226148,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2699",2699,"Cote d'Ivoire","CIV","CI",2015,45.5,2.48,10.29,14.21,4.98,9.23,13.67,20.88,51.24,1.84,3.14,4.13,5.1,6.2,7.48,9.19,11.68,15.96,35.28,0.7,24.02,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,485537,328643,"Franc CFA BCEAO",1,NA,NA,NA,3225,23226148,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2700",2700,"Cote d'Ivoire","CIV","CI",2015,40.9,1.94,8.09,16.29,5.83,10.47,14.88,21.67,47.15,2.2,3.63,4.72,5.74,6.82,8.07,9.7,11.98,15.62,31.53,0.85,20.88,4,401,2,207,1,1,1,101,1,101,3,302,5,0,0,3,931137,686892,"Franc CFA BCEAO",1,NA,NA,NA,3225,23226148,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Africa"
"2701",2701,"Cote d'Ivoire","CIV","CI",2015,41.47,2,8.37,15.95,5.71,10.24,14.64,21.63,47.78,2.11,3.6,4.62,5.62,6.67,7.97,9.63,12,15.85,31.93,NA,NA,4,401,1,101,1,1,1,101,1,101,3,302,5,0,0,3,1403.14,1019.84,"US$2011PPP",1,NA,NA,NA,3225,23226148,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Africa"
"2702",2702,"Croatia","HRV","HR",1987,21.1,NA,2.88,NA,11.3,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,503,3,301,4,1,1,101,2,202,2,204,3,1,0,1,NA,NA,"",NA,NA,NA,NA,NA,4758151,"",1,6,8,"Rutkowski 1996","","Monthly Report on Employment and Earnings","","Europe"
"2703",2703,"Croatia","HRV","HR",1988,22.78,0.76,3.23,25.5,10.31,15.19,18.64,22.6,33.27,4.31,6,7.13,8.05,8.9,9.75,10.7,11.9,13.78,19.49,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,7094.49,6607.54,"US$2011PPP",1,NA,NA,NA,NA,4773684,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2704",2704,"Croatia","HRV","HR",1988,22.2,NA,3.01,NA,11.1,NA,NA,NA,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,503,3,301,4,1,1,101,2,202,2,204,3,1,0,1,NA,NA,"",NA,NA,NA,NA,NA,4773683,"",1,6,8,"Rutkowski 1996","","Monthly Report on Employment and Earnings","","Europe"
"2705",2705,"Croatia","HRV","HR",1989,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,NA,NA,"",NA,NA,NA,NA,NA,4780629,"",3,9,4,"UNICEF 2004","Transformative Monitoring for Enhanced Equity (TransMonEE)","","","Europe"
"2706",2706,"Croatia","HRV","HR",1989,25.1,NA,3.56,NA,9.8,NA,NA,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,503,3,301,4,1,1,101,2,202,2,204,3,1,0,1,NA,NA,"",NA,NA,NA,NA,NA,4780629,"",1,6,8,"Rutkowski 1996","","Monthly Report on Employment and Earnings","","Europe"
"2707",2707,"Croatia","HRV","HR",1990,27.1,NA,3.88,NA,9.4,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,503,3,301,4,1,1,101,2,202,2,204,3,1,0,1,NA,NA,"",NA,NA,NA,NA,NA,4776372,"",1,6,8,"Rutkowski 1996","","Monthly Report on Employment and Earnings","","Europe"
"2708",2708,"Croatia","HRV","HR",1991,26.7,NA,3.9,NA,9.2,NA,NA,NA,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,503,3,301,4,1,1,101,2,202,2,204,3,1,0,1,NA,NA,"",NA,NA,NA,NA,NA,4760003,"",1,6,8,"Rutkowski 1996","","Monthly Report on Employment and Earnings","","Europe"
"2709",2709,"Croatia","HRV","HR",1992,27.5,NA,4.2,NA,8.7,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,503,3,301,4,1,1,101,2,202,2,204,3,1,0,1,NA,NA,"",NA,0.26329825,NA,NA,NA,4732862,"",1,6,8,"Rutkowski 1996","","Monthly Report on Employment and Earnings","","Europe"
"2710",2710,"Croatia","HRV","HR",1993,26.5,NA,3.9,NA,9.2,NA,NA,NA,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,503,3,301,4,1,1,101,2,202,2,204,3,1,0,1,NA,NA,"",NA,0.279396030532119,NA,NA,NA,4697535,"",1,6,8,"Rutkowski 1996","","Monthly Report on Employment and Earnings","","Europe"
"2711",2711,"Croatia","HRV","HR",1997,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,503,3,301,4,1,1,101,3,329,2,204,3,1,0,1,28524,NA,"Croatian kuna",2,0.162322310669996,NA,NA,14678,4532399,"",1,5,5,"Croatia Central Bureau of Statistics","Statistical Yearbook 1998","Survey of Business Entities","","Europe"
"2712",2712,"Croatia","HRV","HR",1998,35,1.11,5.32,20.56,7.08,13.48,18.08,23.66,37.7,2.7,4.38,6.31,7.17,8.58,9.5,11.2,12.46,14.86,22.84,NA,NA,1,101,2,201,1,1,1,101,1,101,2,204,3,1,0,1,55128,NA,"Croatian kuna",1,0.157151517688163,NA,NA,15087,4491902,"",2,13,4,"UNICEF 2004","Transformative Monitoring for Enhanced Equity (TransMonEE)","","","Europe"
"2713",2713,"Croatia","HRV","HR",1998,36.8,1.68,7.11,17.64,6.27,11.37,15.85,21.92,44.59,2.41,3.87,5.15,6.23,7.32,8.52,10.03,11.89,15.03,29.56,NA,NA,1,101,1,101,1,1,1,101,1,101,2,204,3,1,0,1,26399,NA,"Croatian kuna",1,0.157151517688163,NA,NA,15087,4491902,"",1,13,7,"Deininger and Squire, World Bank 2004","World Bank. Compilation","Household Budget Survey","","Europe"
"2714",2714,"Croatia","HRV","HR",1998,28.75,1.02,4.3,22.07,8.71,13.36,17.39,23.08,37.46,3.53,5.18,6.23,7.13,8.12,9.26,10.62,12.46,14.98,22.48,NA,NA,4,401,1,101,1,1,1,101,1,101,2,204,3,1,0,1,11886.53,10285.79,"US$2011PPP",1,NA,NA,NA,15086,4491906,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2715",2715,"Croatia","HRV","HR",1999,27.71,0.99,4.01,23.02,9.23,13.79,17.57,22.38,37.03,3.79,5.44,6.44,7.35,8.28,9.29,10.45,11.93,14.19,22.84,NA,NA,4,401,1,101,1,1,1,101,1,101,2,204,3,1,0,1,5976.35,5237.79,"US$2011PPP",1,NA,NA,NA,15064,4456446,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2716",2716,"Croatia","HRV","HR",2000,31.33,1.2,4.81,20.97,8.3,12.67,16.82,22.28,39.93,3.54,4.76,5.83,6.84,7.86,8.96,10.27,12.01,14.87,25.06,NA,NA,4,401,1,101,1,1,1,101,1,101,2,204,3,1,0,1,6718.33,5635.2,"US$2011PPP",1,NA,NA,NA,15733,4428075,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2717",2717,"Croatia","HRV","HR",2001,31.1,1.17,4.8,20.94,8.26,12.68,16.92,22.51,39.63,3.52,4.74,5.83,6.85,7.9,9.03,10.37,12.14,15.04,24.59,NA,NA,4,401,1,101,1,1,1,101,1,101,2,204,3,1,0,1,6341.29,5351.37,"US$2011PPP",1,NA,NA,NA,16350,4408073,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2718",2718,"Croatia","HRV","HR",2003,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,101,1,101,2,204,3,1,0,1,NA,NA,"",NA,0.149143124279499,NA,NA,18248,4388946,"New 2007",3,11,2,"European Commission 2006","","","","Europe"
"2719",2719,"Croatia","HRV","HR",2004,29.68,1.08,4.45,21.8,8.64,13.16,17.15,22.6,38.46,3.52,5.12,6.08,7.07,8.05,9.1,10.39,12.21,14.87,23.59,NA,NA,4,401,1,101,1,1,1,101,1,101,2,204,3,1,0,1,9941.29,8472.04,"US$2011PPP",1,NA,NA,NA,18985,4383877,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2720",2720,"Croatia","HRV","HR",2008,33.71,1.37,5.29,20.34,7.98,12.36,16.14,21.28,42.25,3.29,4.69,5.71,6.65,7.53,8.61,9.85,11.43,14.37,27.88,NA,NA,4,401,1,101,1,1,1,101,1,101,2,204,3,1,0,1,9828.75,7887.08,"US$2011PPP",1,NA,NA,NA,22426,4352639,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2721",2721,"Croatia","HRV","HR",2009,32.56,1.23,5.71,19.68,6.95,12.73,17.32,23.34,39.65,2.51,4.44,5.77,6.96,8.01,9.31,10.72,12.62,15.43,24.22,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,7423.59,6420.15,"US$2011PPP",1,NA,NA,NA,20846,4341261,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2722",2722,"Croatia","HRV","HR",2009,33.18,1.31,5.24,20.34,7.96,12.38,16.29,21.62,41.75,3.24,4.72,5.7,6.67,7.64,8.66,9.92,11.7,15.01,26.74,NA,NA,4,401,1,101,1,1,1,101,1,101,2,204,3,1,0,1,9671.04,7838.32,"US$2011PPP",1,NA,NA,NA,20846,4341261,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2723",2723,"Croatia","HRV","HR",2010,31.6,1.16,5.54,20,7,13,17.8,23.5,38.8,2.5,4.5,5.8,7.1,8.3,9.5,10.8,12.8,15.4,23.3,0.7,13.6,1,101,2,206,1,1,1,101,1,101,2,204,3,1,0,1,6622,5810,"Euro",1,NA,NA,NA,20601,4328163,"New 2019",1,13,2,"Eurostat 2019","","European Union Statistics on Income and Living Conditions (EU-SILC)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"2724",2724,"Croatia","HRV","HR",2010,32.38,1.21,5.71,19.75,6.89,12.86,17.37,23.54,39.36,2.41,4.47,5.82,7.04,8.05,9.32,10.82,12.72,15.47,23.89,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,6868.75,5914.98,"US$2011PPP",1,NA,NA,NA,20601,4328163,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2725",2725,"Croatia","HRV","HR",2010,27.35,0.97,3.94,23.14,9.37,13.77,17.54,22.42,36.9,3.94,5.43,6.42,7.35,8.28,9.26,10.38,12.04,14.41,22.49,NA,NA,4,401,1,101,1,1,1,101,1,101,2,204,3,1,0,1,8094.14,7144.85,"US$2011PPP",1,NA,NA,NA,20601,4328163,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2726",2726,"Croatia","HRV","HR",2011,31.2,1.14,5.57,20.2,6.9,13.3,17.9,23.6,38.4,2.5,4.4,6.1,7.2,8.4,9.5,10.9,12.6,15.4,23,0.8,13.5,1,101,2,206,1,1,1,101,1,101,2,204,3,1,0,1,6217,5579,"Euro",1,NA,NA,NA,20602,4313098,"New 2019",1,13,2,"Eurostat 2019","","European Union Statistics on Income and Living Conditions (EU-SILC)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"2727",2727,"Croatia","HRV","HR",2011,32.26,1.21,5.68,19.63,6.9,12.73,17.52,23.65,39.2,2.47,4.43,5.79,6.94,8.13,9.39,10.91,12.74,15.5,23.7,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,6624.73,5776.74,"US$2011PPP",1,NA,NA,NA,20602,4313098,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2728",2728,"Croatia","HRV","HR",2012,30.9,1.12,5.37,20.3,7.1,13.2,17.9,23.6,38.1,2.6,4.6,6,7.2,8.3,9.6,11,12.6,15.4,22.7,1,13.3,1,101,2,206,1,1,1,101,1,101,2,204,3,1,0,1,5988,5377,"Euro",1,NA,NA,NA,20209,4295869,"New 2019",1,13,2,"Eurostat 2019","","European Union Statistics on Income and Living Conditions (EU-SILC)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"2729",2729,"Croatia","HRV","HR",2012,32.47,1.21,5.72,19.62,6.9,12.72,17.28,23.67,39.44,2.5,4.4,5.79,6.93,7.95,9.32,10.87,12.8,15.61,23.83,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,6296.67,5411.74,"US$2011PPP",1,NA,NA,NA,20209,4295869,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2730",2730,"Croatia","HRV","HR",2013,30.9,1.11,5.31,20.4,7.2,13.2,17.6,23.9,38.2,2.6,4.6,6,7.2,8.2,9.4,11.1,12.8,15.5,22.7,0.9,13.1,1,101,2,206,1,1,1,101,1,101,2,204,3,1,0,1,5817,5078,"Euro",1,NA,NA,NA,20200,4276593,"New 2019",1,13,2,"Eurostat 2019","","European Union Statistics on Income and Living Conditions (EU-SILC)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"2731",2731,"Croatia","HRV","HR",2013,31.99,1.19,5.52,19.84,7.08,12.76,17.52,23.57,39.06,2.55,4.52,5.76,7,8.16,9.37,10.89,12.68,15.38,23.68,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,6202.34,5441.76,"US$2011PPP",1,NA,NA,NA,20200,4276593,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2732",2732,"Croatia","HRV","HR",2014,30.2,1.08,5.14,20.6,7.3,13.3,18,23.8,37.5,2.7,4.7,6.1,7.2,8.4,9.7,11,12.8,15.3,22.2,1,13,1,101,2,206,1,1,1,101,1,101,2,204,3,1,0,1,5799,5225,"Euro",1,NA,NA,NA,20283,4255518,"New 2019",1,13,2,"Eurostat 2019","","European Union Statistics on Income and Living Conditions (EU-SILC)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"2733",2733,"Croatia","HRV","HR",2014,32.11,1.21,5.52,19.86,7.09,12.77,17.46,23.55,39.12,2.58,4.51,5.81,6.97,8.08,9.39,10.84,12.71,15.18,23.94,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,6545.15,5732.81,"US$2011PPP",1,NA,NA,NA,20283,4255518,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2734",2734,"Croatia","HRV","HR",2015,30.4,1.11,5.19,20.3,7.3,13,18.2,23.6,37.9,2.6,4.7,6,6.9,8.7,9.6,11,12.6,15.3,22.6,0.8,13.5,1,101,2,206,1,1,1,101,1,101,2,204,3,1,0,1,6070,5453,"Euro",1,NA,NA,NA,20881,4232874,"New 2019",1,13,2,"Eurostat 2019","","European Union Statistics on Income and Living Conditions (EU-SILC)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"2735",2735,"Croatia","HRV","HR",2015,31.11,1.14,5.29,20.33,7.27,13.06,17.78,23.45,38.43,2.69,4.58,5.98,7.09,8.24,9.54,10.84,12.61,15.22,23.21,NA,NA,2,201,1,101,1,1,1,101,1,101,2,204,3,1,0,1,6833.21,6117.51,"US$2011PPP",1,NA,NA,NA,20881,4232874,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Europe"
"2736",2736,"Croatia","HRV","HR",2016,29.8,1.06,4.97,20.9,7.5,13.4,18.1,23.7,37.3,2.7,4.7,6.1,7.3,8.4,9.7,11.1,12.6,15.2,22.1,1.1,13,1,101,2,206,1,1,1,101,1,101,2,204,3,1,0,1,6337,5726,"Euro",1,NA,NA,NA,21744,4208611,"New 2019",1,13,2,"Eurostat 2019","","European Union Statistics on Income and Living Conditions (EU-SILC)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
